"","ego","alter","alter_type","q1.years.known.eiq","q2.years.worked.with.eiq","q3a.wk.relationship.eiq","q3b.wk.relationship.other.eiq","q4a.work.interaction.freq.eiq","q4b.personal.interaction.freq.eiq","q5a.likely.discuss.env.issues.eiq","q5b.likely.discuss.env.issues.exp.eiq","q6a.likely.discuss.econ.issues.eiq","q6b.likely.discuss.econ.issues.exp.eiq","q7a.likely.discuss.comm.issues.eiq","q7b.likely.discuss.comm.issues.exp.eiq","q8a.likely.discuss.gvmtresources.issues.eiq","q8b.likely.discuss.gvmtresources.issues.exp.eiq","q9a.likely.discuss.fedagency.issues.eiq","q9b.likely.discuss.fedagency.issues.exp.eiq","q10.difficulty.selling.catch.eiq","q11.indiv.contact.agency.eiq","q12a.related.indiv.eiq","q12b.related.descriptor.eiq","q12c.related.descriptor.other.eiq","q13.positive.wk.relationship.eiq","q14.wk.relationship.quality.eiq","q15.sust.industry.contribution.eiq","q16.trust.level.eiq","q17.willingness.to.wk.with.eiq"
"68","Lee, Brittany","Mendoza-Estrada, Maria","Shared-Profession",3,2,"Colleague","N/A","Daily","A few times per week",4,"Explain why (not) discuss environmental issues",7,"Explain why (not) discuss economic issues",0,"Explain why (not) discuss communication issues",7,"Explain why (not) discuss government resource availability issues",4,"Explain why (not) discuss federal agency issues","Yes","Yes","Yes","Cousin","N/A","Strongly disagree",3,"Disagree",8,4
"69","Lee, Brittany","Kassahun, Jonathan","Shared-Profession",30,13,"Colleague","N/A","Daily","Weekly",9,"Explain why (not) discuss environmental issues",8,"Explain why (not) discuss economic issues",3,"Explain why (not) discuss communication issues",10,"Explain why (not) discuss government resource availability issues",0,"Explain why (not) discuss federal agency issues","No","Yes","No","N/A","N/A","Agree",10,"Disagree",2,7
"70","Perez, Karen","Garcia, Anahi","Shared-Profession",10,9,"Colleague","N/A","A few times per month","Monthly",8,"Explain why (not) discuss environmental issues",4,"Explain why (not) discuss economic issues",4,"Explain why (not) discuss communication issues",9,"Explain why (not) discuss government resource availability issues",2,"Explain why (not) discuss federal agency issues","No","Yes","Yes","Cousin","N/A","Strongly agree",9,"Strongly disagree",5,4
"71","Perez, Karen","Cruz, Ilysia","Shared-Profession",24,21,"Colleague","N/A","A few times per month","Bi-weekly (every other week)",3,"Explain why (not) discuss environmental issues",2,"Explain why (not) discuss economic issues",6,"Explain why (not) discuss communication issues",1,"Explain why (not) discuss government resource availability issues",9,"Explain why (not) discuss federal agency issues","Yes","No","No","N/A","N/A","Disagree",4,"Strongly disagree",5,10
"72","Perez, Karen","Gibbs, Jayde","Shared-Profession",17,0,"Colleague","N/A","Bi-weekly (every other week)","Daily",7,"Explain why (not) discuss environmental issues",8,"Explain why (not) discuss economic issues",5,"Explain why (not) discuss communication issues",0,"Explain why (not) discuss government resource availability issues",0,"Explain why (not) discuss federal agency issues","Yes","No","No","N/A","N/A","Strongly agree",4,"Strongly agree",1,5
"73","Rohrbouck, Caleb","Orendorf, James","Shared-Profession",27,3,"Colleague","N/A","Weekly","Bi-weekly (every other week)",4,"Explain why (not) discuss environmental issues",1,"Explain why (not) discuss economic issues",5,"Explain why (not) discuss communication issues",4,"Explain why (not) discuss government resource availability issues",10,"Explain why (not) discuss federal agency issues","Yes","No","Yes","Parent","N/A","Neither agree nor disagree",2,"Neither agree nor disagree",3,8
"74","Rohrbouck, Caleb","Sturgeon, Kevin","Shared-Profession",6,3,"Colleague","N/A","Monthly","Bi-weekly (every other week)",9,"Explain why (not) discuss environmental issues",3,"Explain why (not) discuss economic issues",7,"Explain why (not) discuss communication issues",5,"Explain why (not) discuss government resource availability issues",5,"Explain why (not) discuss federal agency issues","No","Yes","No","N/A","N/A","Strongly agree",3,"Agree",3,2
"75","Rohrbouck, Caleb","Raymer, Cameron","Shared-Profession",30,14,"Colleague","N/A","Weekly","Bi-weekly (every other week)",8,"Explain why (not) discuss environmental issues",7,"Explain why (not) discuss economic issues",7,"Explain why (not) discuss communication issues",4,"Explain why (not) discuss government resource availability issues",4,"Explain why (not) discuss federal agency issues","No","No","No","N/A","N/A","Strongly agree",6,"Strongly agree",6,7
"76","Rohrbouck, Caleb","Boyd, Craig","Shared-Profession",3,3,"Colleague","N/A","A few times per month","Daily",0,"Explain why (not) discuss environmental issues",6,"Explain why (not) discuss economic issues",2,"Explain why (not) discuss communication issues",4,"Explain why (not) discuss government resource availability issues",8,"Explain why (not) discuss federal agency issues","No","No","Yes","Cousin","N/A","Strongly agree",9,"Disagree",8,0
"77","Powell, Vashti","Gregg, Shavawn","In-Network",28,20,"Employer","N/A","Weekly","A few times per month",1,"Explain why (not) discuss environmental issues",0,"Explain why (not) discuss economic issues",0,"Explain why (not) discuss communication issues",5,"Explain why (not) discuss government resource availability issues",10,"Explain why (not) discuss federal agency issues","Yes","Yes","No","N/A","N/A","Neither agree nor disagree",3,"Neither agree nor disagree",2,9
"78","Powell, Vashti","Turner, Kyandra","In-Network",21,11,"Employee","N/A","Monthly","Daily",6,"Explain why (not) discuss environmental issues",0,"Explain why (not) discuss economic issues",10,"Explain why (not) discuss communication issues",5,"Explain why (not) discuss government resource availability issues",7,"Explain why (not) discuss federal agency issues","Yes","Yes","No","N/A","N/A","Strongly agree",4,"Strongly agree",10,7
"79","Powell, Vashti","Till, David","In-Network",17,10,"Other (please specify)","Professional relationship explanation","A few times per week","Monthly",2,"Explain why (not) discuss environmental issues",8,"Explain why (not) discuss economic issues",8,"Explain why (not) discuss communication issues",3,"Explain why (not) discuss government resource availability issues",7,"Explain why (not) discuss federal agency issues","No","Yes","Yes","Parent","N/A","Disagree",6,"Disagree",2,9
"80","Powell, Vashti","Mitchell, Tya","In-Network",13,9,"Employer","N/A","Weekly","A few times per month",1,"Explain why (not) discuss environmental issues",7,"Explain why (not) discuss economic issues",5,"Explain why (not) discuss communication issues",7,"Explain why (not) discuss government resource availability issues",10,"Explain why (not) discuss federal agency issues","No","Yes","No","N/A","N/A","Strongly agree",10,"Disagree",6,6
"81","Powell, Vashti","Pham, Hideki","Out-Network",16,4,"Employee","N/A","A few times per month","Weekly",2,"Explain why (not) discuss environmental issues",6,"Explain why (not) discuss economic issues",2,"Explain why (not) discuss communication issues",2,"Explain why (not) discuss government resource availability issues",1,"Explain why (not) discuss federal agency issues","Yes","Yes","Yes","Spouse or partner","N/A","Disagree",0,"Neither agree nor disagree",7,8
"82","Powell, Vashti","Ramos, Kayla","Shared-Profession",15,3,"Colleague","N/A","A few times per week","Bi-weekly (every other week)",2,"Explain why (not) discuss environmental issues",2,"Explain why (not) discuss economic issues",2,"Explain why (not) discuss communication issues",6,"Explain why (not) discuss government resource availability issues",0,"Explain why (not) discuss federal agency issues","No","No","No","N/A","N/A","Strongly agree",8,"Strongly disagree",1,6
"83","Powell, Vashti","Lopez, Sarahi","Shared-Profession",4,2,"Colleague","N/A","Bi-weekly (every other week)","Less than once per month",9,"Explain why (not) discuss environmental issues",3,"Explain why (not) discuss economic issues",4,"Explain why (not) discuss communication issues",1,"Explain why (not) discuss government resource availability issues",3,"Explain why (not) discuss federal agency issues","Yes","Yes","Yes","Child","N/A","Neither agree nor disagree",0,"Neither agree nor disagree",10,8
"84","Martinez, Daniel","Jackson, Abenezer","In-Network",20,15,"Employee","N/A","A few times per week","Daily",10,"Explain why (not) discuss environmental issues",2,"Explain why (not) discuss economic issues",1,"Explain why (not) discuss communication issues",10,"Explain why (not) discuss government resource availability issues",1,"Explain why (not) discuss federal agency issues","No","Yes","No","N/A","N/A","Strongly disagree",9,"Strongly disagree",6,5
"85","Martinez, Daniel","Rice, Arthur","Shared-Profession",26,19,"Colleague","N/A","Less than once per month","Monthly",6,"Explain why (not) discuss environmental issues",6,"Explain why (not) discuss economic issues",7,"Explain why (not) discuss communication issues",5,"Explain why (not) discuss government resource availability issues",5,"Explain why (not) discuss federal agency issues","No","No","Yes","Cousin","N/A","Agree",9,"Neither agree nor disagree",6,10
"86","Martinez, Daniel","Gibbs, Jayde","Shared-Profession",18,4,"Colleague","N/A","A few times per week","A few times per week",5,"Explain why (not) discuss environmental issues",6,"Explain why (not) discuss economic issues",2,"Explain why (not) discuss communication issues",0,"Explain why (not) discuss government resource availability issues",3,"Explain why (not) discuss federal agency issues","No","No","No","N/A","N/A","Disagree",3,"Strongly agree",4,9
"87","Martinez, Daniel","Gonzales, Dionisio","Shared-Profession",18,2,"Colleague","N/A","A few times per month","Daily",7,"Explain why (not) discuss environmental issues",5,"Explain why (not) discuss economic issues",6,"Explain why (not) discuss communication issues",1,"Explain why (not) discuss government resource availability issues",3,"Explain why (not) discuss federal agency issues","No","Yes","No","N/A","N/A","Strongly disagree",3,"Disagree",0,7
"88","Martinez, Daniel","Quirova, Victoria","Shared-Profession",2,2,"Colleague","N/A","Monthly","A few times per week",1,"Explain why (not) discuss environmental issues",9,"Explain why (not) discuss economic issues",9,"Explain why (not) discuss communication issues",8,"Explain why (not) discuss government resource availability issues",4,"Explain why (not) discuss federal agency issues","Yes","No","No","N/A","N/A","Strongly agree",0,"Strongly agree",4,6
"89","Martinez, Daniel","Jones, Taj","Shared-Profession",16,6,"Colleague","N/A","Daily","Weekly",1,"Explain why (not) discuss environmental issues",5,"Explain why (not) discuss economic issues",6,"Explain why (not) discuss communication issues",1,"Explain why (not) discuss government resource availability issues",9,"Explain why (not) discuss federal agency issues","No","No","No","N/A","N/A","Neither agree nor disagree",7,"Disagree",3,9
"90","Marick, Joseph","Alvarez, Chantal","Shared-Profession",2,2,"Colleague","N/A","A few times per week","A few times per month",9,"Explain why (not) discuss environmental issues",6,"Explain why (not) discuss economic issues",0,"Explain why (not) discuss communication issues",6,"Explain why (not) discuss government resource availability issues",9,"Explain why (not) discuss federal agency issues","No","No","Yes","Spouse or partner","N/A","Disagree",9,"Disagree",8,6
"91","Sanders, Derrick","West, Terrence","Shared-Profession",6,4,"Colleague","N/A","Daily","Monthly",3,"Explain why (not) discuss environmental issues",6,"Explain why (not) discuss economic issues",9,"Explain why (not) discuss communication issues",10,"Explain why (not) discuss government resource availability issues",1,"Explain why (not) discuss federal agency issues","No","Yes","Yes","Parent","N/A","Agree",6,"Strongly agree",7,2
"92","Sanders, Derrick","Graff, Levi","Shared-Profession",3,1,"Colleague","N/A","Daily","Less than once per month",0,"Explain why (not) discuss environmental issues",7,"Explain why (not) discuss economic issues",1,"Explain why (not) discuss communication issues",7,"Explain why (not) discuss government resource availability issues",4,"Explain why (not) discuss federal agency issues","No","Yes","No","N/A","N/A","Disagree",9,"Agree",1,1
"93","Sanders, Derrick","Hope, Elli","Shared-Profession",7,2,"Colleague","N/A","Daily","Monthly",1,"Explain why (not) discuss environmental issues",2,"Explain why (not) discuss economic issues",7,"Explain why (not) discuss communication issues",2,"Explain why (not) discuss government resource availability issues",2,"Explain why (not) discuss federal agency issues","No","Yes","No","N/A","N/A","Strongly disagree",7,"Strongly disagree",4,9
"94","Sanders, Derrick","O'Donnell, Tyler","Shared-Profession",25,10,"Colleague","N/A","Weekly","Daily",10,"Explain why (not) discuss environmental issues",9,"Explain why (not) discuss economic issues",8,"Explain why (not) discuss communication issues",0,"Explain why (not) discuss government resource availability issues",10,"Explain why (not) discuss federal agency issues","No","No","No","N/A","N/A","Disagree",6,"Disagree",0,1
"95","Sanders, Derrick","Hernandez, Christian","Shared-Profession",2,2,"Colleague","N/A","Bi-weekly (every other week)","Monthly",1,"Explain why (not) discuss environmental issues",8,"Explain why (not) discuss economic issues",8,"Explain why (not) discuss communication issues",8,"Explain why (not) discuss government resource availability issues",6,"Explain why (not) discuss federal agency issues","Yes","No","Yes","Child","N/A","Strongly agree",9,"Disagree",5,1
"96","Sanders, Derrick","Wilson, Sydney","Shared-Profession",28,25,"Colleague","N/A","Daily","Monthly",7,"Explain why (not) discuss environmental issues",2,"Explain why (not) discuss economic issues",0,"Explain why (not) discuss communication issues",7,"Explain why (not) discuss government resource availability issues",2,"Explain why (not) discuss federal agency issues","Yes","Yes","Yes","Child","N/A","Neither agree nor disagree",3,"Neither agree nor disagree",8,8
